institution_id,macro_category,count,institution_name
I-1,Causality & Temporal Analysis,1,
I-1,Geospatial & Seismic Vis,4,
I-1,Graph Visualization & Text Mining,7,
I-1,High-Dimensional Data Analysis,4,
I-1,Imaging & Display Technology,2,
I-1,Network Security & Anomaltic,2,
I-1,Social & Biomedical Analytics,4,
I-1,Topological Data Analysis,1,
I-1,Visual Programming & ML,10,
I-1,Volume Rendering & Immersive Tech,6,
I100005738,Graph Visualization & Text Mining,1,Brigham Young University
I100005738,High-Dimensional Data Analysis,1,Brigham Young University
I100005738,Volume Rendering & Immersive Tech,2,Brigham Young University
I100066346,Causality & Temporal Analysis,2,University of Stuttgart
I100066346,Geospatial & Seismic Vis,1,University of Stuttgart
I100066346,Graph Visualization & Text Mining,21,University of Stuttgart
I100066346,High-Dimensional Data Analysis,12,University of Stuttgart
I100066346,Imaging & Display Technology,4,University of Stuttgart
I100066346,Molecular Simulation,4,University of Stuttgart
I100066346,Perception & Uncertainty Vis,2,University of Stuttgart
I100066346,Social & Biomedical Analytics,5,University of Stuttgart
I100066346,Visual Programming & ML,4,University of Stuttgart
I100066346,Volume Rendering & Immersive Tech,42,University of Stuttgart
I100296615,Graph Visualization & Text Mining,4,École Nationale de l’Aviation Civile
I100296615,Perception & Uncertainty Vis,1,École Nationale de l’Aviation Civile
I100296615,Visual Programming & ML,4,École Nationale de l’Aviation Civile
I100296615,Volume Rendering & Immersive Tech,3,École Nationale de l’Aviation Civile
I100532134,Graph Visualization & Text Mining,1,Université Claude Bernard Lyon 1
I100532134,Social & Biomedical Analytics,2,Université Claude Bernard Lyon 1
I100532134,Visual Programming & ML,1,Université Claude Bernard Lyon 1
I100532134,Volume Rendering & Immersive Tech,1,Université Claude Bernard Lyon 1
I100621029,Graph Visualization & Text Mining,1,Bank of America
I100633361,Graph Visualization & Text Mining,1,University of Massachusetts Dartmouth
I100633361,Volume Rendering & Immersive Tech,1,University of Massachusetts Dartmouth
I100930933,Volume Rendering & Immersive Tech,3,University College Dublin
I102134673,Graph Visualization & Text Mining,3,Linköping University
I102134673,High-Dimensional Data Analysis,5,Linköping University
I102134673,Imaging & Display Technology,1,Linköping University
I102134673,Network Security & Anomaltic,1,Linköping University
I102134673,Perception & Uncertainty Vis,2,Linköping University
I102134673,Volume Rendering & Immersive Tech,25,Linköping University
I102149020,Causality & Temporal Analysis,3,University of North Carolina at Charlotte
I102149020,Geospatial & Seismic Vis,1,University of North Carolina at Charlotte
I102149020,Graph Visualization & Text Mining,8,University of North Carolina at Charlotte
I102149020,High-Dimensional Data Analysis,4,University of North Carolina at Charlotte
I102149020,Imaging & Display Technology,2,University of North Carolina at Charlotte
I102149020,Perception & Uncertainty Vis,5,University of North Carolina at Charlotte
I102149020,Social & Biomedical Analytics,6,University of North Carolina at Charlotte
I102149020,Visual Programming & ML,4,University of North Carolina at Charlotte
I102149020,Volume Rendering & Immersive Tech,7,University of North Carolina at Charlotte
I102197404,Graph Visualization & Text Mining,9,Université Paris-Sud
I102197404,High-Dimensional Data Analysis,5,Université Paris-Sud
I102197404,Perception & Uncertainty Vis,8,Université Paris-Sud
I102197404,Visual Programming & ML,3,Université Paris-Sud
I102197404,Volume Rendering & Immersive Tech,9,Université Paris-Sud
I102322142,Geospatial & Seismic Vis,3,"Rutgers, The State University of New Jersey"
I102322142,Graph Visualization & Text Mining,4,"Rutgers, The State University of New Jersey"
I102322142,Perception & Uncertainty Vis,1,"Rutgers, The State University of New Jersey"
I102322142,Social & Biomedical Analytics,2,"Rutgers, The State University of New Jersey"
I102322142,Visual Programming & ML,2,"Rutgers, The State University of New Jersey"
I102322142,Volume Rendering & Immersive Tech,8,"Rutgers, The State University of New Jersey"
I102335020,High-Dimensional Data Analysis,1,Karlsruhe Institute of Technology
I102335020,Visual Programming & ML,1,Karlsruhe Institute of Technology
I102335020,Volume Rendering & Immersive Tech,3,Karlsruhe Institute of Technology
I102475099,Graph Visualization & Text Mining,1,Supélec
I102475099,Volume Rendering & Immersive Tech,1,Supélec
I102502594,Graph Visualization & Text Mining,2,Northern Illinois University
I102502594,Visual Programming & ML,1,Northern Illinois University
I102520234,High-Dimensional Data Analysis,1,TH Köln - University of Applied Sciences
I103163165,Geospatial & Seismic Vis,1,Florida State University
I103163165,High-Dimensional Data Analysis,1,Florida State University
I103163165,Visual Programming & ML,1,Florida State University
I103163165,Volume Rendering & Immersive Tech,5,Florida State University
I103406327,Causality & Temporal Analysis,1,Western Carolina University
I103531236,Imaging & Display Technology,1,Boston College
I103531236,Volume Rendering & Immersive Tech,1,Boston College
I104914703,Graph Visualization & Text Mining,3,Université du Québec à Chicoutimi
I106118109,Volume Rendering & Immersive Tech,1,Eötvös Loránd University
I106165777,Imaging & Display Technology,1,University of Central Florida
I107077323,Graph Visualization & Text Mining,4,Worcester Polytechnic Institute
I107077323,High-Dimensional Data Analysis,10,Worcester Polytechnic Institute
I107077323,Imaging & Display Technology,1,Worcester Polytechnic Institute
I107077323,Perception & Uncertainty Vis,3,Worcester Polytechnic Institute
I107077323,Social & Biomedical Analytics,2,Worcester Polytechnic Institute
I107077323,Visual Programming & ML,1,Worcester Polytechnic Institute
I107077323,Volume Rendering & Immersive Tech,3,Worcester Polytechnic Institute
I107257983,Volume Rendering & Immersive Tech,1,Darmstadt University of Applied Sciences
I107371206,Visual Programming & ML,1,Federal Institute of São Paulo
I107606265,Imaging & Display Technology,1,Broad Institute
I107639228,High-Dimensional Data Analysis,4,University of Notre Dame
I107639228,Network Security & Anomaltic,1,University of Notre Dame
I107639228,Topological Data Analysis,1,University of Notre Dame
I107639228,Volume Rendering & Immersive Tech,1,University of Notre Dame
I107766831,Visual Programming & ML,1,NSF National Center for Atmospheric Research
I10824318,Topological Data Analysis,1,Universidade Federal de Ouro Preto
I108290504,Visual Programming & ML,1,University of Pisa
I108464949,Visual Programming & ML,1,Center for Applied Special Technology
I109935558,Causality & Temporal Analysis,1,Ningbo University
I110152177,Geospatial & Seismic Vis,1,University of Akron
I110378019,Perception & Uncertainty Vis,1,Southern Illinois University Carbondale
I110736937,High-Dimensional Data Analysis,1,Délégation Paris 5
I111088046,Imaging & Display Technology,1,Boston University
I111088046,Social & Biomedical Analytics,1,Boston University
I111277659,Graph Visualization & Text Mining,1,Chonnam National University
I111483173,Visual Programming & ML,2,King University
I1118541,Network Security & Anomaltic,1,University of East Anglia
I1118541,Volume Rendering & Immersive Tech,2,University of East Anglia
I111979921,Causality & Temporal Analysis,2,Northwestern University
I111979921,Graph Visualization & Text Mining,7,Northwestern University
I111979921,High-Dimensional Data Analysis,2,Northwestern University
I111979921,Perception & Uncertainty Vis,13,Northwestern University
I111979921,Social & Biomedical Analytics,3,Northwestern University
I111979921,Visual Programming & ML,2,Northwestern University
I111979921,Volume Rendering & Immersive Tech,5,Northwestern University
I112260969,Graph Visualization & Text Mining,3,Ontario Institute for Cancer Research
I112756935,Volume Rendering & Immersive Tech,1,Mannheim University of Applied Sciences
I112936343,Visual Programming & ML,1,École Centrale de Lyon
I113508548,Volume Rendering & Immersive Tech,1,Albany State University
I113979032,Imaging & Display Technology,1,Twitter (United States)
I113979032,Social & Biomedical Analytics,2,Twitter (United States)
I114017466,Graph Visualization & Text Mining,2,University of Technology Sydney
I114017466,Social & Biomedical Analytics,2,University of Technology Sydney
I114027177,Causality & Temporal Analysis,4,University of North Carolina at Chapel Hill
I114027177,Graph Visualization & Text Mining,3,University of North Carolina at Chapel Hill
I114027177,High-Dimensional Data Analysis,6,University of North Carolina at Chapel Hill
I114027177,Imaging & Display Technology,4,University of North Carolina at Chapel Hill
I114027177,Molecular Simulation,2,University of North Carolina at Chapel Hill
I114027177,Perception & Uncertainty Vis,2,University of North Carolina at Chapel Hill
I114027177,Social & Biomedical Analytics,1,University of North Carolina at Chapel Hill
I114027177,Visual Programming & ML,1,University of North Carolina at Chapel Hill
I114027177,Volume Rendering & Immersive Tech,21,University of North Carolina at Chapel Hill
I114073160,High-Dimensional Data Analysis,1,Sutter Health
I114395901,Volume Rendering & Immersive Tech,1,University of Nebraska–Lincoln
I114457229,Volume Rendering & Immersive Tech,1,University of Geneva
I114832834,Graph Visualization & Text Mining,1,Tulane University
I114832834,High-Dimensional Data Analysis,1,Tulane University
I114832834,Topological Data Analysis,3,Tulane University
I115752224,Graph Visualization & Text Mining,1,University of Insubria
I115752224,Molecular Simulation,1,University of Insubria
I11662577,Graph Visualization & Text Mining,1,Monash University Malaysia
I116953780,Causality & Temporal Analysis,4,Tongji University
I116953780,Graph Visualization & Text Mining,3,Tongji University
I116953780,High-Dimensional Data Analysis,2,Tongji University
I116953780,Network Security & Anomaltic,2,Tongji University
I116953780,Social & Biomedical Analytics,3,Tongji University
I116953780,Visual Programming & ML,2,Tongji University
I116953780,Volume Rendering & Immersive Tech,5,Tongji University
I117197279,Topological Data Analysis,1,Japan Atomic Energy Agency
I1174212,Graph Visualization & Text Mining,1,University of Southern California
I1174212,Imaging & Display Technology,1,University of Southern California
I1174212,Volume Rendering & Immersive Tech,3,University of Southern California
I118019719,Graph Visualization & Text Mining,1,Roche (Switzerland)
I118118575,High-Dimensional Data Analysis,1,New Jersey Institute of Technology
I118347636,Graph Visualization & Text Mining,1,Australian National University
I118347636,Visual Programming & ML,1,Australian National University
I118353179,High-Dimensional Data Analysis,1,DePaul University
I118353179,Visual Programming & ML,1,DePaul University
I118501908,Visual Programming & ML,1,National Research University Higher School of Economics
I118564535,Volume Rendering & Immersive Tech,1,University of Bern
I118692353,Imaging & Display Technology,1,University of Science and Technology
I119003972,Network Security & Anomaltic,1,Roma Tre University
I11957088,Visual Programming & ML,1,Michigan Technological University
I119888943,Social & Biomedical Analytics,1,Gonzaga University
I119916105,Graph Visualization & Text Mining,1,Augsburg University
I120250893,Graph Visualization & Text Mining,1,New York University Abu Dhabi
I12097938,High-Dimensional Data Analysis,1,West Virginia University
I121748325,Volume Rendering & Immersive Tech,1,Universidad Complutense de Madrid
I121797337,Graph Visualization & Text Mining,1,Leiden University
I121820613,Graph Visualization & Text Mining,1,Louisiana State University
I121820613,Visual Programming & ML,1,Louisiana State University
I121883995,Graph Visualization & Text Mining,1,Johannes Kepler University of Linz
I121883995,High-Dimensional Data Analysis,3,Johannes Kepler University of Linz
I121883995,Molecular Simulation,2,Johannes Kepler University of Linz
I121883995,Social & Biomedical Analytics,2,Johannes Kepler University of Linz
I121883995,Visual Programming & ML,1,Johannes Kepler University of Linz
I121883995,Volume Rendering & Immersive Tech,4,Johannes Kepler University of Linz
I121934306,Graph Visualization & Text Mining,5,Tufts University
I121934306,High-Dimensional Data Analysis,2,Tufts University
I121934306,Imaging & Display Technology,3,Tufts University
I121934306,Perception & Uncertainty Vis,4,Tufts University
I121934306,Social & Biomedical Analytics,2,Tufts University
I121934306,Visual Programming & ML,3,Tufts University
I121934306,Volume Rendering & Immersive Tech,2,Tufts University
I121980950,Imaging & Display Technology,1,Utah State University
I122140584,High-Dimensional Data Analysis,1,Universidade Federal do Rio de Janeiro
I122140584,Visual Programming & ML,1,Universidade Federal do Rio de Janeiro
I122411786,Graph Visualization & Text Mining,1,California Institute of Technology
I122411786,High-Dimensional Data Analysis,3,California Institute of Technology
I122411786,Imaging & Display Technology,1,California Institute of Technology
I122411786,Volume Rendering & Immersive Tech,8,California Institute of Technology
I122754148,Visual Programming & ML,1,SAS Institute (United States)
I122991210,Graph Visualization & Text Mining,1,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo"""
I122991210,Imaging & Display Technology,1,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo"""
I122991210,Visual Programming & ML,2,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo"""
I122991210,Volume Rendering & Immersive Tech,7,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo"""
I12315562,Perception & Uncertainty Vis,1,Texas Tech University
I123387679,Causality & Temporal Analysis,1,Uppsala University
I123387679,Graph Visualization & Text Mining,1,Uppsala University
I123387679,Volume Rendering & Immersive Tech,2,Uppsala University
I123431417,Molecular Simulation,3,Scripps Research Institute
I123431417,Volume Rendering & Immersive Tech,1,Scripps Research Institute
I12356871,Graph Visualization & Text Mining,4,Télécom Paris
I12356871,Imaging & Display Technology,1,Télécom Paris
I12356871,Molecular Simulation,1,Télécom Paris
I12356871,Perception & Uncertainty Vis,1,Télécom Paris
I12356871,Topological Data Analysis,3,Télécom Paris
I12356871,Volume Rendering & Immersive Tech,2,Télécom Paris
I123900574,Topological Data Analysis,1,Pohang University of Science and Technology
I123900574,Volume Rendering & Immersive Tech,1,Pohang University of Science and Technology
I124055696,Perception & Uncertainty Vis,2,University of Copenhagen
I124055696,Social & Biomedical Analytics,1,University of Copenhagen
I124055696,Visual Programming & ML,1,University of Copenhagen
I124055696,Volume Rendering & Immersive Tech,4,University of Copenhagen
I124227911,Graph Visualization & Text Mining,1,Ben-Gurion University of the Negev
I124227911,Volume Rendering & Immersive Tech,4,Ben-Gurion University of the Negev
I124261462,Visual Programming & ML,1,Oxford Brookes University
I124357947,Causality & Temporal Analysis,1,University of London
I124357947,Graph Visualization & Text Mining,1,University of London
I124357947,Social & Biomedical Analytics,1,University of London
I124357947,Volume Rendering & Immersive Tech,2,University of London
I125680101,Volume Rendering & Immersive Tech,1,Turing Institute
I125749732,Topological Data Analysis,1,Western University
I125839683,Graph Visualization & Text Mining,1,Beijing Institute of Technology
I125839683,Visual Programming & ML,1,Beijing Institute of Technology
I125839683,Volume Rendering & Immersive Tech,1,Beijing Institute of Technology
I126231945,Volume Rendering & Immersive Tech,1,Queen's University Belfast
I126307644,Visual Programming & ML,2,University of Iowa
I126307644,Volume Rendering & Immersive Tech,2,University of Iowa
I126533617,Visual Programming & ML,1,Alliant International University
I126633494,Graph Visualization & Text Mining,1,University of Basrah
I126744593,Causality & Temporal Analysis,1,"University of Maryland, Baltimore"
I126744593,Geospatial & Seismic Vis,1,"University of Maryland, Baltimore"
I126744593,Graph Visualization & Text Mining,1,"University of Maryland, Baltimore"
I126744593,High-Dimensional Data Analysis,3,"University of Maryland, Baltimore"
I126744593,Visual Programming & ML,1,"University of Maryland, Baltimore"
I126744593,Volume Rendering & Immersive Tech,5,"University of Maryland, Baltimore"
I126820664,Perception & Uncertainty Vis,1,Vassar College
I126820664,Visual Programming & ML,1,Vassar College
I126863827,Graph Visualization & Text Mining,1,Pace University
I127317711,High-Dimensional Data Analysis,1,Tokyo University of Agriculture
I127558574,Graph Visualization & Text Mining,1,DSM (Netherlands)
I1280414376,Graph Visualization & Text Mining,1,United States Air Force Research Laboratory
I1280536761,Geospatial & Seismic Vis,2,Ames Research Center
I1280536761,Graph Visualization & Text Mining,1,Ames Research Center
I1280536761,High-Dimensional Data Analysis,3,Ames Research Center
I1280536761,Molecular Simulation,1,Ames Research Center
I1280536761,Network Security & Anomaltic,1,Ames Research Center
I1280536761,Visual Programming & ML,5,Ames Research Center
I1280536761,Volume Rendering & Immersive Tech,21,Ames Research Center
I1282105669,Graph Visualization & Text Mining,2,Argonne National Laboratory
I1282105669,High-Dimensional Data Analysis,5,Argonne National Laboratory
I1282105669,Perception & Uncertainty Vis,1,Argonne National Laboratory
I1282105669,Topological Data Analysis,4,Argonne National Laboratory
I1282105669,Visual Programming & ML,2,Argonne National Laboratory
I1282105669,Volume Rendering & Immersive Tech,3,Argonne National Laboratory
I1282113950,Network Security & Anomaltic,1,United States Department of Homeland Security
I1282311441,High-Dimensional Data Analysis,2,Lawrence Livermore National Laboratory
I1282311441,Imaging & Display Technology,2,Lawrence Livermore National Laboratory
I1282311441,Perception & Uncertainty Vis,1,Lawrence Livermore National Laboratory
I1282311441,Topological Data Analysis,15,Lawrence Livermore National Laboratory
I1282311441,Visual Programming & ML,18,Lawrence Livermore National Laboratory
I1282311441,Volume Rendering & Immersive Tech,23,Lawrence Livermore National Laboratory
I1282770075,Graph Visualization & Text Mining,1,Tektronix (United States)
I1282927834,High-Dimensional Data Analysis,1,Cedars-Sinai Medical Center
I1283103587,Causality & Temporal Analysis,1,AT&T (United States)
I1283103587,Graph Visualization & Text Mining,6,AT&T (United States)
I1283103587,High-Dimensional Data Analysis,2,AT&T (United States)
I1283103587,Molecular Simulation,1,AT&T (United States)
I1283103587,Network Security & Anomaltic,3,AT&T (United States)
I1283103587,Visual Programming & ML,7,AT&T (United States)
I1283103587,Volume Rendering & Immersive Tech,8,AT&T (United States)
I1283220839,High-Dimensional Data Analysis,1,Stuttgart Media University
I1283220839,Volume Rendering & Immersive Tech,1,Stuttgart Media University
I1283280774,Graph Visualization & Text Mining,1,Brigham and Women's Hospital
I1283280774,High-Dimensional Data Analysis,3,Brigham and Women's Hospital
I1283280774,Imaging & Display Technology,1,Brigham and Women's Hospital
I1283280774,Perception & Uncertainty Vis,1,Brigham and Women's Hospital
I1283280774,Volume Rendering & Immersive Tech,3,Brigham and Women's Hospital
I1283382300,Volume Rendering & Immersive Tech,2,BMW (Germany)
I1283582996,Molecular Simulation,2,Novartis (Switzerland)
I1283595831,Graph Visualization & Text Mining,1,Synlab Czech (Czechia)
I1285739803,High-Dimensional Data Analysis,1,MedStar Washington Hospital Center
I1286329397,Topological Data Analysis,1,United States Geological Survey
I1286353243,Graph Visualization & Text Mining,1,Autodesk (United States)
I1286353243,High-Dimensional Data Analysis,1,Autodesk (United States)
I1286353243,Social & Biomedical Analytics,2,Autodesk (United States)
I1286353243,Volume Rendering & Immersive Tech,4,Autodesk (United States)
I1286704778,Visual Programming & ML,2,Rutherford Appleton Laboratory
I1286959531,Visual Programming & ML,1,United Nations
I1287378978,Perception & Uncertainty Vis,1,University of British Columbia Hospital
I1287521167,Geospatial & Seismic Vis,1,Lockheed Martin (United States)
I1288214837,Geospatial & Seismic Vis,1,United States Naval Research Laboratory
I1288214837,High-Dimensional Data Analysis,3,United States Naval Research Laboratory
I1288214837,Imaging & Display Technology,1,United States Naval Research Laboratory
I1288214837,Visual Programming & ML,1,United States Naval Research Laboratory
I1288214837,Volume Rendering & Immersive Tech,7,United States Naval Research Laboratory
I1288330432,Social & Biomedical Analytics,1,Oklahoma State Department of Health
I1288783943,Volume Rendering & Immersive Tech,1,Bureau of Economic Analysis
I1288882113,Volume Rendering & Immersive Tech,1,Boston Children's Hospital
I1289243028,Causality & Temporal Analysis,1,Oak Ridge National Laboratory
I1289243028,High-Dimensional Data Analysis,3,Oak Ridge National Laboratory
I1289243028,Network Security & Anomaltic,1,Oak Ridge National Laboratory
I1289243028,Topological Data Analysis,2,Oak Ridge National Laboratory
I1289243028,Visual Programming & ML,2,Oak Ridge National Laboratory
I1289243028,Volume Rendering & Immersive Tech,5,Oak Ridge National Laboratory
I1289490764,Social & Biomedical Analytics,1,Centers for Disease Control and Prevention
I1289530486,Social & Biomedical Analytics,1,BC Cancer Agency
I1290206253,Causality & Temporal Analysis,1,Microsoft (United States)
I1290206253,Graph Visualization & Text Mining,13,Microsoft (United States)
I1290206253,High-Dimensional Data Analysis,1,Microsoft (United States)
I1290206253,Network Security & Anomaltic,1,Microsoft (United States)
I1290206253,Perception & Uncertainty Vis,2,Microsoft (United States)
I1290206253,Social & Biomedical Analytics,6,Microsoft (United States)
I1290206253,Visual Programming & ML,7,Microsoft (United States)
I1290206253,Volume Rendering & Immersive Tech,16,Microsoft (United States)
I12912129,Causality & Temporal Analysis,1,Northeastern University
I12912129,Graph Visualization & Text Mining,2,Northeastern University
I12912129,High-Dimensional Data Analysis,1,Northeastern University
I12912129,Imaging & Display Technology,3,Northeastern University
I12912129,Network Security & Anomaltic,1,Northeastern University
I12912129,Perception & Uncertainty Vis,4,Northeastern University
I12912129,Social & Biomedical Analytics,2,Northeastern University
I12912129,Volume Rendering & Immersive Tech,6,Northeastern University
I1291425158,Graph Visualization & Text Mining,1,Google (United States)
I1291425158,Perception & Uncertainty Vis,2,Google (United States)
I1291425158,Visual Programming & ML,6,Google (United States)
I1291425158,Volume Rendering & Immersive Tech,2,Google (United States)
I1292875679,Graph Visualization & Text Mining,1,Commonwealth Scientific and Industrial Research Organisation
I1292875679,Visual Programming & ML,3,Commonwealth Scientific and Industrial Research Organisation
I1292875679,Volume Rendering & Immersive Tech,1,Commonwealth Scientific and Industrial Research Organisation
I1292974536,Imaging & Display Technology,1,Ford Motor Company (United States)
I1292974536,Volume Rendering & Immersive Tech,1,Ford Motor Company (United States)
I1294297726,Volume Rendering & Immersive Tech,3,Exploratorium
I1294671590,Causality & Temporal Analysis,1,Centre National de la Recherche Scientifique
I1294671590,Graph Visualization & Text Mining,8,Centre National de la Recherche Scientifique
I1294671590,High-Dimensional Data Analysis,2,Centre National de la Recherche Scientifique
I1294671590,Imaging & Display Technology,1,Centre National de la Recherche Scientifique
I1294671590,Molecular Simulation,2,Centre National de la Recherche Scientifique
I1294671590,Perception & Uncertainty Vis,4,Centre National de la Recherche Scientifique
I1294671590,Social & Biomedical Analytics,2,Centre National de la Recherche Scientifique
I1294671590,Topological Data Analysis,10,Centre National de la Recherche Scientifique
I1294671590,Visual Programming & ML,6,Centre National de la Recherche Scientifique
I1294671590,Volume Rendering & Immersive Tech,17,Centre National de la Recherche Scientifique
I1295339012,Perception & Uncertainty Vis,1,Boeing (United States)
I1295339012,Volume Rendering & Immersive Tech,6,Boeing (United States)
I1295801184,Imaging & Display Technology,1,Netherlands Institute for Neuroscience
I129604602,Graph Visualization & Text Mining,2,University of Sydney
I129604602,High-Dimensional Data Analysis,1,University of Sydney
I129604602,Volume Rendering & Immersive Tech,2,University of Sydney
I1297288678,High-Dimensional Data Analysis,1,National Renewable Energy Laboratory
I129774422,Causality & Temporal Analysis,1,University of Vienna
I129774422,Graph Visualization & Text Mining,3,University of Vienna
I129774422,High-Dimensional Data Analysis,5,University of Vienna
I129774422,Imaging & Display Technology,2,University of Vienna
I129774422,Network Security & Anomaltic,1,University of Vienna
I129774422,Perception & Uncertainty Vis,1,University of Vienna
I129774422,Visual Programming & ML,2,University of Vienna
I129774422,Volume Rendering & Immersive Tech,7,University of Vienna
I1297991670,Social & Biomedical Analytics,1,Southwest University of Science and Technology
I1298353152,Visual Programming & ML,1,SRI International
I1298353152,Volume Rendering & Immersive Tech,1,SRI International
I1298453700,Volume Rendering & Immersive Tech,1,Space Science Institute
I1299022934,High-Dimensional Data Analysis,2,United States Department of Health and Human Services
I1299022934,Volume Rendering & Immersive Tech,2,United States Department of Health and Human Services
I129902397,Graph Visualization & Text Mining,1,Dalhousie University
I129902397,Visual Programming & ML,1,Dalhousie University
I1299303238,High-Dimensional Data Analysis,2,National Institutes of Health
I1299303238,Perception & Uncertainty Vis,3,National Institutes of Health
I1299303238,Volume Rendering & Immersive Tech,2,National Institutes of Health
I1299907687,High-Dimensional Data Analysis,1,Bloomberg (United States)
I1299907687,Visual Programming & ML,1,Bloomberg (United States)
I1302368450,Geospatial & Seismic Vis,3,Environmental Protection Agency
I130238516,Geospatial & Seismic Vis,1,University of Minnesota
I130238516,Graph Visualization & Text Mining,2,University of Minnesota
I130238516,High-Dimensional Data Analysis,1,University of Minnesota
I130238516,Imaging & Display Technology,4,University of Minnesota
I130238516,Social & Biomedical Analytics,3,University of Minnesota
I130238516,Visual Programming & ML,3,University of Minnesota
I130238516,Volume Rendering & Immersive Tech,10,University of Minnesota
I1303153112,Imaging & Display Technology,1,European Bioinformatics Institute
I1303691731,Imaging & Display Technology,1,European Molecular Biology Organization
I1304085615,Volume Rendering & Immersive Tech,1,Nvidia (United Kingdom)
I1304256225,Graph Visualization & Text Mining,1,University of Wisconsin System
I1304256225,Visual Programming & ML,1,University of Wisconsin System
I130440993,Graph Visualization & Text Mining,1,National Security Agency
I130442723,Imaging & Display Technology,2,Universidade Federal do Rio Grande do Sul
I130442723,Visual Programming & ML,1,Universidade Federal do Rio Grande do Sul
I130442723,Volume Rendering & Immersive Tech,4,Universidade Federal do Rio Grande do Sul
I1305429384,Volume Rendering & Immersive Tech,1,JPMorgan Chase & Co (United States)
I1305444813,Visual Programming & ML,1,Capital One (United States)
I1306266525,Geospatial & Seismic Vis,1,Goddard Space Flight Center
I1306266525,Graph Visualization & Text Mining,1,Goddard Space Flight Center
I1306266525,High-Dimensional Data Analysis,1,Goddard Space Flight Center
I1306266525,Imaging & Display Technology,1,Goddard Space Flight Center
I1306266525,Perception & Uncertainty Vis,1,Goddard Space Flight Center
I1306266525,Volume Rendering & Immersive Tech,1,Goddard Space Flight Center
I1306409833,Causality & Temporal Analysis,2,Adobe Systems (United States)
I1306409833,Graph Visualization & Text Mining,2,Adobe Systems (United States)
I1306409833,High-Dimensional Data Analysis,1,Adobe Systems (United States)
I1306409833,Perception & Uncertainty Vis,3,Adobe Systems (United States)
I1306409833,Social & Biomedical Analytics,5,Adobe Systems (United States)
I1306409833,Visual Programming & ML,2,Adobe Systems (United States)
I1306409833,Volume Rendering & Immersive Tech,5,Adobe Systems (United States)
I1306430637,Volume Rendering & Immersive Tech,1,St. Vincent's Birmingham
I1306490931,Geospatial & Seismic Vis,2,United States Army Corps of Engineers
I130701444,Causality & Temporal Analysis,5,Georgia Institute of Technology
I130701444,Graph Visualization & Text Mining,19,Georgia Institute of Technology
I130701444,High-Dimensional Data Analysis,11,Georgia Institute of Technology
I130701444,Imaging & Display Technology,2,Georgia Institute of Technology
I130701444,Molecular Simulation,1,Georgia Institute of Technology
I130701444,Network Security & Anomaltic,2,Georgia Institute of Technology
I130701444,Perception & Uncertainty Vis,5,Georgia Institute of Technology
I130701444,Social & Biomedical Analytics,3,Georgia Institute of Technology
I130701444,Visual Programming & ML,17,Georgia Institute of Technology
I130701444,Volume Rendering & Immersive Tech,24,Georgia Institute of Technology
I1307098950,High-Dimensional Data Analysis,1,Salk Institute for Biological Studies
I130769515,Graph Visualization & Text Mining,6,Pennsylvania State University
I130769515,High-Dimensional Data Analysis,4,Pennsylvania State University
I130769515,Perception & Uncertainty Vis,1,Pennsylvania State University
I130769515,Social & Biomedical Analytics,4,Pennsylvania State University
I130769515,Visual Programming & ML,5,Pennsylvania State University
I130769515,Volume Rendering & Immersive Tech,3,Pennsylvania State University
I130828816,Geospatial & Seismic Vis,1,University of Leeds
I130828816,High-Dimensional Data Analysis,2,University of Leeds
I130828816,Imaging & Display Technology,1,University of Leeds
I130828816,Topological Data Analysis,4,University of Leeds
I130828816,Visual Programming & ML,5,University of Leeds
I130828816,Volume Rendering & Immersive Tech,3,University of Leeds
I1308906816,Graph Visualization & Text Mining,1,NortonLifeLock (United States)
I1310439424,Graph Visualization & Text Mining,1,Accenture (Switzerland)
I1311688040,Visual Programming & ML,1,Amazon (United States)
I1312106833,Social & Biomedical Analytics,1,Biotechnology Institute
I131221577,Imaging & Display Technology,1,Bucknell University
I131221577,Perception & Uncertainty Vis,2,Bucknell University
I131249849,Graph Visualization & Text Mining,3,Oregon State University
I131249849,High-Dimensional Data Analysis,1,Oregon State University
I131249849,Network Security & Anomaltic,1,Oregon State University
I131249849,Perception & Uncertainty Vis,6,Oregon State University
I131249849,Visual Programming & ML,4,Oregon State University
I131249849,Volume Rendering & Immersive Tech,2,Oregon State University
I131328143,Visual Programming & ML,1,Union Bank of Switzerland
I131328143,Volume Rendering & Immersive Tech,1,Union Bank of Switzerland
I1313416372,High-Dimensional Data Analysis,1,US Forest Service
I1314135232,Social & Biomedical Analytics,1,Nationwide Children's Hospital
I1315649409,Graph Visualization & Text Mining,1,Institute on Taxation and Economic Policy
I1316535847,Volume Rendering & Immersive Tech,1,Beth Israel Deaconess Medical Center
I1316902750,Volume Rendering & Immersive Tech,1,Cleveland Clinic
I1316958739,Visual Programming & ML,1,California Air Resources Board
I1319063186,Volume Rendering & Immersive Tech,6,Langley Research Center
I132118926,High-Dimensional Data Analysis,1,Austrian Institute of Technology
