institution_id,institution_name,country_code,country_name,world_region,latitude,longitude,city
I15196421,University of Applied Sciences and Arts of Southern Switzerland,CH,Switzerland,Europe,46.01356887817383,8.911029815673828,Bioggio
I153267046,University of Kaiserslautern,DE,Germany,Europe,49.44300079345703,7.771609783172607,Kaiserslautern
I153327471,Bunkyo University,JP,Japan,Asia,35.904930114746094,139.77389526367188,Tokyo
I153512688,National Taiwan Ocean University,TW,"Taiwan, Province of China",,25.15010643005371,121.77770233154297,Keelung
I153648349,University of Leicester,GB,United Kingdom,Europe,52.63859939575195,-1.1316900253295898,Leicester
I153845743,Moscow Institute of Physics and Technology,RU,Russian Federation,Europe,55.949581146240234,37.5018310546875,Dolgoprudnyy
I153908563,Nortel (Canada),CA,Canada,Americas,43.57889938354492,-79.6583023071289,Mississauga
I154099455,Shandong University,CN,China,Asia,36.668331146240234,116.99722290039062,Jinan
I154130895,University of Auckland,NZ,New Zealand,Oceania,-36.84852981567383,174.76348876953125,Auckland
I154338468,University of Fribourg,CH,Switzerland,Europe,46.8023681640625,7.151279926300049,Fribourg
I154425047,University of Alberta,CA,Canada,Americas,53.550140380859375,-113.46871185302734,Edmonton
I154570441,"University of California, Santa Barbara",US,United States,Americas,34.42082977294922,-119.69818878173828,Santa Barbara
I154986956,European Centre for Medium-Range Weather Forecasts,GB,United Kingdom,Europe,51.45624923706055,-0.9711300134658813,Reading
I155093810,University of Idaho,US,United States,Americas,46.732391357421875,-117.00016784667969,Moscow
I155173764,Rochester Institute of Technology,US,United States,Americas,43.154781341552734,-77.61556243896484,Rochester
I155781252,University of South Carolina,US,United States,Americas,34.000709533691406,-81.0348129272461,Columbia
I156087764,"University of California, Merced",US,United States,Americas,37.30215835571289,-120.48297119140625,Merced
I157485424,Korea Advanced Institute of Science and Technology,KR,"Korea, Republic of",,36.34912872314453,127.38493347167969,Daejeon
I157556583,Institute of Science and Technology Austria,AT,Austria,Europe,48.30521011352539,16.325220108032227,Klosterneuburg
I15766117,University of Graz,AT,Austria,Europe,47.06666946411133,15.449999809265137,Graz
I157725225,University of Illinois Urbana-Champaign,US,United States,Americas,40.110591888427734,-88.20726776123047,Urbana
I157773358,Sun Yat-sen University,CN,China,Asia,23.116670608520508,113.25,Guangzhou
I158842170,Chongqing University,CN,China,Asia,29.560260772705078,106.55770874023438,Chongqing
I159176309,Universität Hamburg,DE,Germany,Europe,53.55073165893555,9.993020057678223,Hamburg
I16038530,Aberystwyth University,GB,United Kingdom,Europe,52.41548156738281,-4.082920074462891,Aberystwyth
I161046081,University of Freiburg,DE,Germany,Europe,47.99589920043945,7.852220058441162,Freiburg im Breisgau
I161057412,University of New Hampshire,US,United States,Americas,43.133968353271484,-70.92645263671875,Durham
I161127581,Universidade Federal Fluminense,BR,Brazil,Americas,-22.883329391479492,-43.10361099243164,Niterói
I161171246,West Chester University,US,United States,Americas,39.96097183227539,-75.60803985595703,West Chester
I161318765,"University of California, Los Angeles",US,United States,Americas,34.05223083496094,-118.24368286132812,Los Angeles
I161548249,Bangor University,GB,United Kingdom,Europe,53.22751998901367,-4.129360198974609,Bangor
I162577319,The University of Texas at Dallas,US,United States,Americas,32.94818115234375,-96.72972106933594,Richardson
I162646704,Dowling College,US,United States,Americas,40.74209213256836,-73.1478271484375,Oakdale
I162714631,George Mason University,US,United States,Americas,38.84621810913086,-77.3063735961914,Fairfax
I16285277,William & Mary,US,United States,Americas,37.27069854736328,-76.70745849609375,Williamsburg
I162868743,Tianjin University,CN,China,Asia,39.14221954345703,117.17666625976562,Tianjin
I16391192,Tel Aviv University,IL,Israel,Asia,32.11338806152344,34.802154541015625,Tel Aviv
I164389053,Fordham University,US,United States,Americas,40.714271545410156,-74.00596618652344,New York
I164956901,Visa (United Kingdom),GB,United Kingdom,Europe,51.51909255981445,-0.18078500032424927,London
I165102784,Duquesne University,US,United States,Americas,40.44062042236328,-79.99588775634766,Pittsburgh
I165143802,University of Queensland,AU,Australia,Oceania,-27.467939376831055,153.02809143066406,Brisbane
I165368041,University of Iceland,IS,Iceland,Europe,64.13548278808594,-21.895410537719727,Reykjavik
I165390105,University of South Africa,ZA,South Africa,Africa,-25.768573760986328,28.201242446899414,Pretoria
I165525304,Edge Hill University,GB,United Kingdom,Europe,53.56684875488281,-2.881779909133911,Ormskirk
I165690674,Oregon Health & Science University,US,United States,Americas,45.5234489440918,-122.67620849609375,Portland
I165733156,University of Georgia,US,United States,Americas,33.9609489440918,-83.37793731689453,Athens
I165779595,University of Melbourne,AU,Australia,Oceania,-37.81399917602539,144.96331787109375,Melbourne
I165799507,Rensselaer Polytechnic Institute,US,United States,Americas,42.72840881347656,-73.69178771972656,Troy
I165932596,National University of Singapore,SG,Singapore,Asia,1.2896699905395508,103.85006713867188,Singapore
I166416128,DEVCOM Army Research Laboratory,US,United States,Americas,39.003170013427734,-76.97191619873047,Adelphi
I166825849,Tampere University,FI,Finland,Europe,61.49911117553711,23.787120819091797,Tampere
I167576493,Colorado School of Mines,US,United States,Americas,39.75553894042969,-105.22109985351562,Golden
I16835326,University of St Andrews,GB,United Kingdom,Europe,56.33871078491211,-2.7990200519561768,St Andrews
I168635309,University of Calgary,CA,Canada,Americas,51.05010986328125,-114.08528900146484,Calgary
I168719708,City University of Hong Kong,HK,Hong Kong,Asia,22.2783203125,114.17469024658203,Hong Kong
I168864056,Bilkent University,TR,Türkiye,,39.91986846923828,32.854270935058594,Ankara
I169086405,Winthrop University,US,United States,Americas,34.93888854980469,-81.03055572509766,Rock Hill
I169173203,Délégation Paris 7,FR,France,Europe,48.866668701171875,2.416670083999634,Bagnolet
I169381384,University of Groningen,NL,Netherlands,Europe,53.219444274902344,6.5629658699035645,Groningen
I169521973,University of New Mexico,US,United States,Americas,35.08449172973633,-106.65113830566406,Albuquerque
I170201317,University of Pittsburgh,US,United States,Americas,40.44062042236328,-79.99588775634766,Pittsburgh
I170215575,National University of Defense Technology,CN,China,Asia,28.198740005493164,112.97087097167969,Changsha
I170239107,University of South Australia,AU,Australia,Oceania,-34.92866134643555,138.5986328125,Adelaide
I170658231,Osnabrück University,DE,Germany,Europe,52.272640228271484,8.049799919128418,Osnabrück
I170897317,Duke University,US,United States,Americas,35.9940299987793,-78.89862060546875,Durham
I17145004,Northwestern Polytechnical University,CN,China,Asia,34.258331298828125,108.9286117553711,Xi'an
I172675005,Nanyang Technological University,SG,Singapore,Asia,1.2896699905395508,103.85006713867188,Singapore
I172901346,St Petersburg University,RU,Russian Federation,Europe,59.94200134277344,30.298999786376953,Saint Petersburg
I17301866,University of Alabama,US,United States,Americas,33.2098388671875,-87.56916809082031,Tuscaloosa
I173498003,Palo Alto Research Center,US,United States,Americas,37.40271759033203,-122.14799499511719,Palo Alto
I173759888,Hunan Normal University,CN,China,Asia,28.198740005493164,112.97087097167969,Changsha
I173911158,Iowa State University,US,United States,Americas,42.03470993041992,-93.61994171142578,Ames
I174183983,Maria Curie-Skłodowska University,PL,Poland,Europe,51.25,22.566669464111328,Lublin
I174216632,City University of New York,US,United States,Americas,40.714271545410156,-74.00596618652344,New York
I174306211,Technion – Israel Institute of Technology,IL,Israel,Asia,32.81840896606445,34.98849868774414,Haifa
I175594653,John Brown University,US,United States,Americas,36.189998626708984,-94.55860900878906,Siloam Springs
I176113532,Gettysburg College,US,United States,Americas,39.830928802490234,-77.2311019897461,Gettysburg
I176453806,University of Potsdam,DE,Germany,Europe,52.398860931396484,13.06566047668457,Potsdam
I17653759,Fund for Scientific Research,BE,Belgium,Europe,50.83694076538086,4.370707988739014,Brussels
I177328695,Union College,US,United States,Americas,42.814239501953125,-73.93956756591797,Schenectady
I17747738,Beijing University of Chinese Medicine,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I177483745,Université Joseph Fourier,FR,France,Europe,45.17869186401367,5.714789867401123,Grenoble
I177605424,Amherst College,US,United States,Americas,42.375370025634766,-72.51924896240234,Amherst Center
I177725633,Chinese University of Hong Kong,CN,China,Asia,22.419721603393555,114.20679473876953,Hong Kong
I177802217,University of Mannheim,DE,Germany,Europe,49.483924865722656,8.462201118469238,Mannheim
I177909021,Universidade Federal de São Carlos,BR,Brazil,Americas,-22.017499923706055,-47.890830993652344,São Carlos
I177969490,University of Southern Denmark,DK,Denmark,Europe,55.395938873291016,10.388310432434082,Odense
I179026463,Beijing Technology and Business University,CN,China,Asia,39.720340728759766,116.16999816894531,Beijing
I179093154,University of New Hampshire at Manchester,US,United States,Americas,42.98719024658203,-71.4687728881836,Manchester
I179225836,University of Augsburg,DE,Germany,Europe,48.33388900756836,10.898332595825195,Augsburg
I17974374,Universidade de São Paulo,BR,Brazil,Americas,-23.547500610351562,-46.6361083984375,São Paulo
I179863766,Western Norway University of Applied Sciences,NO,Norway,Europe,60.39299011230469,5.324150085449219,Bergen
I18014758,Simon Fraser University,CA,Canada,Americas,49.266361236572266,-122.95262908935547,Burnaby
I180437899,University of Bremen,DE,Germany,Europe,53.07582092285156,8.807169914245605,Bremen
I180670191,"University of California, San Francisco",US,United States,Americas,37.77492904663086,-122.41941833496094,San Francisco
I180726961,Shenzhen University,CN,China,Asia,22.54553985595703,114.06829833984375,Shenzhen
I180825142,"City, University of London",GB,United Kingdom,Europe,51.50852966308594,-0.12574000656604767,London
I180923762,University of Cologne,DE,Germany,Europe,50.93333053588867,6.949999809265137,Cologne
I180949307,Illinois Institute of Technology,US,United States,Americas,41.85002899169922,-87.6500473022461,Chicago
I180980256,Waters (United States),US,United States,Americas,42.13688659667969,-71.4811019897461,Milford
I181233156,University of Oregon,US,United States,Americas,44.05207061767578,-123.08674621582031,Eugene
I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE,Germany,Europe,49.59098815917969,11.007829666137695,Erlangen
I181391015,Universidade Estadual de Campinas (UNICAMP),BR,Brazil,Americas,-22.905559539794922,-47.060829162597656,Campinas
I181653535,San Diego Supercomputer Center,US,United States,Americas,32.7157096862793,-117.16471862792969,San Diego
I182083151,Universidad Rey Juan Carlos,ES,Spain,Europe,40.416500091552734,-3.7025599479675293,Madrid
I182627622,Université Sorbonne Nouvelle,FR,France,Europe,48.85340881347656,2.34879994392395,Paris
I182712176,Montanuniversität Leoben,AT,Austria,Europe,47.37649917602539,15.091440200805664,Leoben
I18283598,Wheeling Jesuit University,US,United States,Americas,40.06953048706055,-80.69181823730469,Wheeling
I183067930,Shanghai Jiao Tong University,CN,China,Asia,31.222219467163086,121.45806121826172,Shanghai
I183874917,Urbana University,US,United States,Americas,40.09878921508789,-83.76094818115234,Urbana
I183935753,King's College London,GB,United Kingdom,Europe,51.50852966308594,-0.12574000656604767,London
I184565670,Georgetown University,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington
I184597095,National Institute of Informatics,JP,Japan,Asia,35.68949890136719,139.69171142578125,Tokyo
I184842277,Maharishi International University,US,United States,Americas,41.008628845214844,-91.9626693725586,Fairfield
I184999862,Universidad de Salamanca,ES,Spain,Europe,40.96881866455078,-5.663879871368408,Salamanca
I1850255,University of Basel,CH,Switzerland,Europe,47.55839157104492,7.573269844055176,Basel
I185103710,"University of California, Santa Cruz",US,United States,Americas,36.97412109375,-122.03079986572266,Santa Cruz
I185261750,University of Toronto,CA,Canada,Americas,43.70642852783203,-79.39864349365234,Toronto
I185443292,Wayne State University,US,United States,Americas,42.33142852783203,-83.0457534790039,Detroit
I185658715,Universities UK,GB,United Kingdom,Europe,51.6337890625,-0.1070690006017685,London
I186274478,United States Coast Guard Academy,US,United States,Americas,41.373878479003906,-72.09873962402344,New London
I18850439,Capgemini (Netherlands),NL,Netherlands,Europe,52.09939956665039,5.063939094543457,Utrecht
I188538660,University of Colorado Boulder,US,United States,Americas,40.014991760253906,-105.27055358886719,Boulder
I189158971,United States Naval Academy,US,United States,Americas,38.97858810424805,-76.49183654785156,Annapolis
I189196454,The University of Texas at Arlington,US,United States,Americas,32.73099899291992,-97.11499786376953,Arlington
I189712700,University of Konstanz,DE,Germany,Europe,47.66033172607422,9.175820350646973,Konstanz
I190082696,Durham University,GB,United Kingdom,Europe,54.76517868041992,-1.5782239437103271,Durham
I190249584,Universität Innsbruck,AT,Austria,Europe,47.26266098022461,11.394539833068848,Innsbruck
I1902872,EURECOM,FR,France,Europe,43.63291931152344,6.999110221862793,Valbonne
I190397597,University of Urbino,IT,Italy,Europe,43.72621154785156,12.636329650878906,Urbino
I191208505,Xiamen University,CN,China,Asia,24.47978973388672,118.08187103271484,Xiamen
I191240316,University of Hull,GB,United Kingdom,Europe,53.744598388671875,-0.33524999022483826,Hull
I192396691,University of New Orleans,US,United States,Americas,29.95465087890625,-90.0750732421875,New Orleans
I192454743,Sandia National Laboratories California,US,United States,Americas,37.68186950683594,-121.76801300048828,Livermore
I192455969,York University,CA,Canada,Americas,43.70642852783203,-79.39864349365234,Toronto
I193531525,George Washington University,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington
I193619901,Constructor University,DE,Germany,Europe,53.07582092285156,8.807169914245605,Bremen
I193662353,Utrecht University,NL,Netherlands,Europe,52.0908317565918,5.122220039367676,Utrecht
I19370010,Orange (France),FR,France,Europe,48.83502197265625,2.2924718856811523,Paris
I193775966,Yonsei University,KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I194028371,University of Regina,CA,Canada,Americas,50.45008087158203,-104.6177978515625,Regina
I194629146,School of the Art Institute of Chicago,US,United States,Americas,41.880279541015625,-87.62493133544922,Chicago
I195525897,Research Institute of Molecular Pathology,AT,Austria,Europe,48.1887321472168,16.401273727416992,Vienna
I195575238,Middlebury College,US,United States,Americas,44.00835037231445,-73.17737579345703,Middlebury (village)
I195893171,Zuse Institute Berlin,DE,Germany,Europe,52.52436828613281,13.410530090332031,Berlin
I196349391,Universität Ulm,DE,Germany,Europe,48.39841079711914,9.99155044555664,Ulm
I19648265,Wright State University,US,United States,Americas,39.758949279785156,-84.19161224365234,Dayton
I19700959,Florida International University,US,United States,Americas,25.774269104003906,-80.19365692138672,Miami
I197251160,Hebrew University of Jerusalem,IL,Israel,Asia,31.769039154052734,35.216331481933594,Jerusalem
I197323543,Johannes Gutenberg University Mainz,DE,Germany,Europe,49.98419189453125,8.27910041809082,Mainz
I197347611,Korea University,KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I19772626,Yeshiva University,US,United States,Americas,40.714271545410156,-74.00596618652344,New York
I19820366,Chinese Academy of Sciences,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I198415970,Université d'Avignon et des Pays de Vaucluse,FR,France,Europe,43.948341369628906,4.808919906616211,Avignon
I19894307,Université de Montpellier,FR,France,Europe,43.610931396484375,3.876349925994873,Montpellier
I199028557,Kyushu Sangyo University,JP,Japan,Asia,33.66985321044922,130.44482421875,Fukuoka
I199693650,Umm al-Qura University,SA,Saudi Arabia,Asia,21.320375442504883,39.96794891357422,Makkah al Mukarramah
I200166805,Guy's and St Thomas' NHS Foundation Trust,GB,United Kingdom,Europe,51.5048828125,-0.08893900364637375,London
I200332995,TU Dortmund University,DE,Germany,Europe,51.51493835449219,7.466000080108643,Dortmund
I200576644,HRL Laboratories (United States),US,United States,Americas,34.0257682800293,-118.78040313720703,Malibu
I200719446,Vanderbilt University,US,United States,Americas,36.144935607910156,-86.80268859863281,Nashville
I200763008,University of Giessen,DE,Germany,Europe,50.580509185791016,8.677087783813477,Giessen
I200769079,Hong Kong University of Science and Technology,HK,Hong Kong,Asia,22.2783203125,114.17469024658203,Hong Kong
I200870766,Brookhaven National Laboratory,US,United States,Americas,40.86954116821289,-72.88677215576172,Upton
I20089843,Princeton University,US,United States,Americas,40.34872055053711,-74.65904998779297,Princeton
I20121455,Bielefeld University,DE,Germany,Europe,52.033329010009766,8.533329963684082,Bielefeld
I201448701,University of Washington,US,United States,Americas,47.60620880126953,-122.33206939697266,Seattle
I201537933,Tohoku University,JP,Japan,Asia,38.26667022705078,140.86666870117188,Sendai
I201726411,United Arab Emirates University,AE,United Arab Emirates,Asia,24.191669464111328,55.76055908203125,Al Ain
I202276237,Medical University of Graz,AT,Austria,Europe,47.06666946411133,15.449999809265137,Graz
I20231570,Peking University,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I202524275,Smith College,US,United States,Americas,42.32508850097656,-72.64119720458984,Northampton
I202697423,University of Zurich,CH,Switzerland,Europe,47.366668701171875,8.550000190734863,Zurich
I202963720,University of St. Gallen,CH,Switzerland,Europe,47.42390823364258,9.374770164489746,Saint Gallen
I203172682,Northern Arizona University,US,United States,Americas,35.19807052612305,-111.6512680053711,Flagstaff
I203951103,Keio University,JP,Japan,Asia,35.68949890136719,139.69171142578125,Tokyo
I204250578,"University of California, Irvine",US,United States,Americas,33.66946029663086,-117.82311248779297,Irvine
I204337017,Aarhus University,DK,Denmark,Europe,56.15673828125,10.210760116577148,Aarhus
I204465549,Washington University in St. Louis,US,United States,Americas,38.62726974487305,-90.19789123535156,St Louis
I204512498,University of Macau,MO,Macao,,22.200559616088867,113.54611206054688,Macao
I204553293,"China University of Petroleum, Beijing",CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I204722609,Queen's University,CA,Canada,Americas,44.229759216308594,-76.4809799194336,Kingston
I204730241,Université Paris Cité,FR,France,Europe,48.85340881347656,2.34879994392395,Paris
I204778367,Norwegian University of Science and Technology,NO,Norway,Europe,63.43048858642578,10.395059585571289,Trondheim
I204824540,University of Wollongong,AU,Australia,Oceania,-34.42399978637695,150.89344787597656,Wollongong
I204983213,Harbin Institute of Technology,CN,China,Asia,45.75,126.6500015258789,Harbin
I205237279,Nankai University,CN,China,Asia,39.14221954345703,117.17666625976562,Tianjin
I205640436,Curtin University,AU,Australia,Oceania,-31.952239990234375,115.86139678955078,Perth
I205703379,Institut Mines-Télécom,FR,France,Europe,48.85340881347656,2.34879994392395,Paris
I205783295,Cornell University,US,United States,Americas,42.44063186645508,-76.49661254882812,Ithaca
I20581793,University of Kent,GB,United Kingdom,Europe,51.2790412902832,1.0799200534820557,Canterbury
I206895457,University of Siegen,DE,Germany,Europe,50.87480926513672,8.024310111999512,Siegen
I206945453,Paderborn University,DE,Germany,Europe,51.719051361083984,8.754389762878418,Paderborn
I207623266,Kao Corporation (Japan),JP,Japan,Asia,35.68949890136719,139.69171142578125,Tokyo
I207624831,Slovak Academy of Sciences,SK,Slovakia,Europe,48.14815902709961,17.106740951538086,Bratislava
I212119943,University of Victoria,CA,Canada,Americas,48.4359016418457,-123.35154724121094,Victoria
I21449261,Masaryk University,CZ,Czechia,,49.195220947265625,16.607959747314453,Brno
I216852786,École Centrale Paris,FR,France,Europe,48.765071868896484,2.266550064086914,Châtenay-Malabry
I219193219,Purdue University West Lafayette,US,United States,Americas,40.42586898803711,-86.90807342529297,West Lafayette
I22248866,AgroParisTech,FR,France,Europe,48.71828079223633,2.249799966812134,Palaiseau
I22299242,Kyoto University,JP,Japan,Asia,35.02106857299805,135.75384521484375,Kyoto
I223464139,Linnaeus University,SE,Sweden,Europe,56.87767028808594,14.809060096740723,Vaxjo
I223532165,University of Utah,US,United States,Americas,40.760780334472656,-111.89105224609375,Salt Lake City
I223822909,Heidelberg University,DE,Germany,Europe,49.40768051147461,8.690790176391602,Heidelberg
I22465464,University of Münster,DE,Germany,Europe,51.96236038208008,7.6257100105285645,Münster
I2250650973,Samsung (South Korea),KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I2250653659,Tencent (China),CN,China,Asia,22.54553985595703,114.06829833984375,Shenzhen
I2250955327,Huawei Technologies (China),CN,China,Asia,22.54553985595703,114.06829833984375,Shenzhen
I2252078561,Meta (Israel),IL,Israel,Asia,32.08087921142578,34.78057098388672,Tel Aviv
I231293419,China Academy of Art,CN,China,Asia,30.24333381652832,120.15888977050781,Hangzhou
I232906412,Quest University Canada,CA,Canada,Americas,49.73820877075195,-123.10042572021484,Vancouver
I23732399,Montana State University,US,United States,Americas,45.679649353027344,-111.03855895996094,Bozeman
I237525767,Zurich Insurance Group (Switzerland),CH,Switzerland,Europe,47.362342834472656,8.534996032714844,Zurich
I241749,University of Cambridge,GB,United Kingdom,Europe,52.20000076293945,0.11666999757289886,Cambridge
I24185976,Sichuan University,CN,China,Asia,30.666669845581055,104.0666732788086,Chengdu
I243754102,Universidade Federal do Ceará,BR,Brazil,Americas,-3.7172200679779053,-38.543060302734375,Fortaleza
I24603500,University of Massachusetts Amherst,US,United States,Americas,42.375370025634766,-72.51924896240234,Amherst Center
I24943067,Fudan University,CN,China,Asia,31.222219467163086,121.45806121826172,Shanghai
I25112270,Universidade Federal de Pernambuco,BR,Brazil,Americas,-8.053890228271484,-34.88111114501953,Recife
I251424209,University of Girona,ES,Spain,Europe,41.98310852050781,2.82492995262146,Girona
I251738,Edinburgh Napier University,GB,United Kingdom,Europe,55.95206069946289,-3.1964800357818604,Edinburgh
I25254941,Beijing Normal University,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I2540865,Institut Français,FR,France,Europe,48.85340881347656,2.34879994392395,Paris
I25485817,St. Pölten University of Applied Sciences,AT,Austria,Europe,48.20000076293945,15.633330345153809,St. Pölten
I258800397,New York University Shanghai,CN,China,Asia,31.222219467163086,121.45806121826172,Shanghai
I25974101,University of Würzburg,DE,Germany,Europe,49.79391098022461,9.951210021972656,Würzburg
I26120043,Ochanomizu University,JP,Japan,Asia,35.68949890136719,139.69171142578125,Tokyo
I2613432,University of South Florida,US,United States,Americas,27.947519302368164,-82.45842742919922,Tampa
I2614128279,Dalle Molle Institute for Artificial Intelligence Research,CH,Switzerland,Europe,46.01007843017578,8.960040092468262,Lugano
I26274970,FX Palo Alto Laboratory,US,United States,Americas,37.44429016113281,-122.16161346435547,Palo Alto
I265217849,IFP Énergies nouvelles,FR,France,Europe,48.87649917602539,2.1896700859069824,Rueil-Malmaison
I26538001,San Diego State University,US,United States,Americas,32.7157096862793,-117.16471862792969,San Diego
I2699952,Pontifical Catholic University of Rio de Janeiro,BR,Brazil,Americas,-22.90641975402832,-43.18223190307617,Rio de Janeiro
I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,FR,France,Europe,48.85340881347656,2.34879994392395,Paris
I277688954,Université Paris-Saclay,FR,France,Europe,48.68333053588867,2.1333301067352295,Gif-sur-Yvette
I27804330,Brown University,US,United States,Americas,41.82398986816406,-71.41282653808594,Providence
I27837315,University of Michigan–Ann Arbor,US,United States,Americas,42.27756118774414,-83.74088287353516,Ann Arbor
I2799272722,Oulu University Hospital,FI,Finland,Europe,65.01235961914062,25.46816062927246,Oulu
I2799323385,Board of the Swiss Federal Institutes of Technology,CH,Switzerland,Europe,47.366668701171875,8.550000190734863,Zurich
I2799337515,Toronto Western Hospital,CA,Canada,Americas,43.700111389160156,-79.41629791259766,Toronto
I2799390153,Leeds Teaching Hospitals NHS Trust,GB,United Kingdom,Europe,53.80502700805664,-1.521880030632019,Leeds
I2799411422,Center for Discrete Mathematics and Theoretical Computer Science,US,United States,Americas,40.499271392822266,-74.39904022216797,Piscataway
I2799475292,Vancouver Hospital and Health Sciences Centre,CA,Canada,Americas,49.266456604003906,-123.12460327148438,Vancouver
I2799504096,New York Times,US,United States,Americas,40.75619125366211,-73.99042510986328,Manhattan
I2799567181,Princeton Plasma Physics Laboratory,US,United States,Americas,40.34872055053711,-74.65904998779297,Princeton
I2799798094,UCLA Health,US,United States,Americas,34.05223083496094,-118.24368286132812,Los Angeles
I2799802224,Fife Council,GB,United Kingdom,Europe,56.184444427490234,-3.2187960147857666,Glenrothes
I2799803557,Barcelona Supercomputing Center,ES,Spain,Europe,41.388790130615234,2.158989906311035,Barcelona
I2799853436,Johns Hopkins Medicine,US,United States,Americas,39.29037857055664,-76.61219024658203,Baltimore
I2799859273,Ostfalia University of Applied Sciences,DE,Germany,Europe,52.16442108154297,10.540949821472168,Wolfenbüttel
I2799891827,Korea Post,KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I2799909505,Savannah River National Laboratory,US,United States,Americas,33.560420989990234,-81.71955108642578,Aiken
I2799980853,Korea University Medical Center,KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I2800006345,Leiden University Medical Center,NL,Netherlands,Europe,52.158329010009766,4.493060111999512,Leiden
I2800007677,Clarendon College,US,United States,Americas,34.944549560546875,-100.90242004394531,Clarendon
I2800093571,TD Bank,US,United States,Americas,39.92755126953125,-75.02849578857422,Cherry Hill
I2800129641,Great Ormond Street Hospital,GB,United Kingdom,Europe,51.50852966308594,-0.12574000656604767,London
I2800235667,Kurchatov Institute,RU,Russian Federation,Europe,55.752220153808594,37.61555862426758,Moscow
I2800287464,State Administration of Cultural Heritage,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I2800289517,German Climate Computing Centre,DE,Germany,Europe,53.55073165893555,9.993020057678223,Hamburg
I2800297018,Chr. Michelsen Institute,NO,Norway,Europe,60.39299011230469,5.324150085449219,Bergen
I2800363604,Walter Reed National Military Medical Center,US,United States,Americas,38.98067092895508,-77.10025787353516,Bethesda
I2800403580,University of Minnesota System,US,United States,Americas,44.9799690246582,-93.26383972167969,Minneapolis
I2800444561,Atlanta Technical College,US,United States,Americas,33.711822509765625,-84.40792083740234,Atlanta
I2800451603,Center of Advanced European Studies and Research,DE,Germany,Europe,50.734378814697266,7.095489978790283,Bonn
I2800497579,CRC for Spatial information,AU,Australia,Oceania,-37.80221939086914,144.96697998046875,Carlton
I2800548410,United States National Library of Medicine,US,United States,Americas,39.15106201171875,-77.26525115966797,Bethesda
I2800607224,Swedish National Board of Forensic Medicine,SE,Sweden,Europe,59.32938003540039,18.068710327148438,Stockholm
I2800628709,Lenox Hill Hospital,US,United States,Americas,40.77360916137695,-73.96111297607422,New York
I2800638129,Pacific Tower,US,United States,Americas,47.592933654785156,-122.31448364257812,Seattle
I2800638415,University of Applied Sciences Potsdam,DE,Germany,Europe,52.398860931396484,13.06566047668457,Potsdam
I2800740805,Haukeland University Hospital,NO,Norway,Europe,60.39299011230469,5.324150085449219,Bergen
I2800759272,Center for Advanced Studies Research and Development in Sardinia,IT,Italy,Europe,39.00727081298828,9.002229690551758,Pula
I2800780207,Swedish Institute,SE,Sweden,Europe,59.32938003540039,18.068710327148438,Stockholm
I2800935791,UC San Diego Health System,US,United States,Americas,32.7157096862793,-117.16471862792969,San Diego
I2801120862,General Motors (India),IN,India,Asia,22.544647216796875,73.44032287597656,Godhra
I2801157765,Association of American Universities,US,United States,Americas,38.900291442871094,-77.02827453613281,Washington D.C.
I2801238018,Catharina Ziekenhuis,NL,Netherlands,Europe,51.44083023071289,5.477779865264893,Eindhoven
I2801239119,Australian Regenerative Medicine Institute,AU,Australia,Oceania,-37.91049575805664,145.12930297851562,Clayton
I2801240577,Building and Construction Authority,SG,Singapore,Asia,1.2787729501724243,103.8459701538086,Singapore
I2801313472,North Central State College,US,United States,Americas,40.797027587890625,-82.58155059814453,Mansfield
I2801317318,Hospital for Sick Children,CA,Canada,Americas,43.65773010253906,-79.3869857788086,Toronto
I2801410363,Stony Brook University Hospital,US,United States,Americas,40.909690856933594,-73.11578369140625,Stony Brook
I2801436432,Folger Shakespeare Library,US,United States,Americas,38.88936233520508,-77.003173828125,Washington D.C.
I2801607516,Associated Press,US,United States,Americas,40.75307083129883,-73.99945068359375,New York
I2801613365,Mitchell Institute,US,United States,Americas,43.66535186767578,-70.25150299072266,Portland
I2801798921,Helmholtz-Zentrum Dresden-Rossendorf,DE,Germany,Europe,51.0508918762207,13.738320350646973,Dresden
I2801851002,Harvard University Press,US,United States,Americas,42.38301467895508,-71.12705993652344,Cambridge
I2801857525,Kellogg's (Canada),CA,Canada,Americas,43.65407180786133,-79.63037109375,Mississauga
I2801862477,Canada Research Chairs,CA,Canada,Americas,45.411170959472656,-75.6981201171875,Ottawa
