author_id,institution_id,n_papers_with_inst,display_name,ror,country_code,city,region,latitude,longitude,geo_cluster
A5014894873,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5014905815,I71920554,1,King Abdullah University of Science and Technology,https://ror.org/01q3tbs38,SA,Jeddah,,21.49011993408203,39.186241149902344,30
A5014935641,I1343190059,1,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5014971963,I1282105669,1,Argonne National Laboratory,https://ror.org/05gvnxz63,US,Lemont,,41.673641204833984,-88.0017318725586,1
A5015012334,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5015028054,I39422238,1,University of Illinois Chicago,https://ror.org/02mpq6x41,US,Chicago,,41.85002899169922,-87.6500473022461,1
A5015037960,I2802946424,1,Johns Hopkins University Applied Physics Laboratory,https://ror.org/029pp9z10,US,North Laurel,,39.13899993896485,-76.87052917480469,1
A5015067762,I1326498283,1,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,FR,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,14
A5015120030,I155093810,1,University of Idaho,https://ror.org/03hbp5t65,US,Moscow,,46.732391357421875,-117.00016784667967,16
A5015182248,I31512782,8,Technical University of Darmstadt,https://ror.org/05n911h24,DE,Darmstadt,,49.87166976928711,8.650270462036133,6
A5015186378,I39422238,3,University of Illinois Chicago,https://ror.org/02mpq6x41,US,Chicago,,41.85002899169922,-87.6500473022461,1
A5015227649,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5015247862,I83019370,3,Eindhoven University of Technology,https://ror.org/02c2kyt77,NL,Eindhoven,,51.44083023071289,5.477779865264893,6
A5015247956,I1327163397,1,State University of New York,https://ror.org/01q1z8k08,US,Albany,,42.65258026123047,-73.75623321533203,1
A5015267493,I181391015,1,Universidade Estadual de Campinas (UNICAMP),https://ror.org/04wffgt70,BR,Campinas,,-22.90555953979492,-47.060829162597656,38
A5015271163,I102149020,4,University of North Carolina at Charlotte,https://ror.org/04dawnj30,US,Charlotte,,35.227088928222656,-80.84313201904297,1
A5015326212,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5015338144,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5015367289,I40120149,2,University of Oxford,https://ror.org/052gg0110,GB,Oxford,,51.752220153808594,-1.2559599876403809,6
A5015376703,I4210097295,1,Vital Research,https://ror.org/00svqj211,US,Los Angeles,California,34.06371307373047,-118.36811065673828,11
A5015384117,I168635309,2,University of Calgary,https://ror.org/03yjb2x39,CA,Calgary,,51.05010986328125,-114.08528900146484,31
A5015413510,I130238516,1,University of Minnesota,https://ror.org/017zqws13,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5015444670,I1316902750,1,Cleveland Clinic,https://ror.org/03xjacd83,US,Cleveland,Ohio,41.3841438293457,-81.7184066772461,1
A5015449928,I1288214837,1,United States Naval Research Laboratory,https://ror.org/04d23a975,US,Washington,,38.895111083984375,-77.03636932373047,1
A5015466527,I161046081,1,University of Freiburg,https://ror.org/0245cg223,DE,Freiburg im Breisgau,,47.99589920043945,7.852220058441162,6
A5015483503,I1291425158,1,Google (United States),https://ror.org/00njsd438,US,Mountain View,California,37.42295455932617,-122.08406066894533,9
A5015510100,I52669646,1,Western Washington University,https://ror.org/05wn7r715,US,Bellingham,,48.75954818725586,-122.48822021484376,3
A5015512418,I59553526,1,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5015516607,I39422238,3,University of Illinois Chicago,https://ror.org/02mpq6x41,US,Chicago,,41.85002899169922,-87.6500473022461,1
A5015520753,I153267046,1,University of Kaiserslautern,https://ror.org/04zrf7b53,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5015538446,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5015603155,I86519309,1,The University of Texas at Austin,https://ror.org/00hj54h04,US,Austin,,30.26715087890625,-97.74305725097656,35
A5015615908,I124055696,5,University of Copenhagen,https://ror.org/035b05819,DK,Copenhagen,,55.67594146728515,12.565529823303224,6
A5015622039,I181369854,2,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://ror.org/00f7hpc57,DE,Erlangen,,49.59098815917969,11.007829666137695,6
A5015625058,I55712492,1,Zhejiang University of Technology,https://ror.org/02djqfd08,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5015653458,I145894827,1,Indian Institute of Technology Kharagpur,https://ror.org/03w5sq511,IN,Kharagpur,,22.339710235595703,87.32501220703125,-1
A5015678021,I145847075,1,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5015703834,I76130692,2,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5015726919,I169381384,1,University of Groningen,https://ror.org/012p63287,NL,Groningen,Groningen,53.219444274902344,6.5629658699035645,6
A5015727314,I8204097,1,Ludwig-Maximilians-Universität München,https://ror.org/05591te55,DE,Munich,,48.137428283691406,11.57548999786377,6
A5015732156,I368840534,1,University of Mississippi,https://ror.org/02teq1165,US,Oxford,,34.36650085449219,-89.51924896240234,1
A5015732185,I55732556,2,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5015755413,I197347611,1,Korea University,https://ror.org/047dqcg40,KR,Seoul,,37.56600189208984,126.97840118408205,25
A5015771328,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5015798012,I114457229,1,University of Geneva,https://ror.org/01swzsf04,CH,Geneva,,46.20222091674805,6.145689964294434,6
A5015821420,I21449261,1,Masaryk University,https://ror.org/02j46qs45,CZ,Brno,,49.195220947265625,16.607959747314453,6
A5015832535,I124055696,2,University of Copenhagen,https://ror.org/035b05819,DK,Copenhagen,,55.67594146728515,12.565529823303224,6
A5015858944,I197323543,1,Johannes Gutenberg University Mainz,https://ror.org/023b0x485,DE,Mainz,,49.98419189453125,8.27910041809082,6
A5015877702,I150209017,1,Scripps Institution of Oceanography,https://ror.org/04v7hvq31,US,La Jolla,,32.84727096557617,-117.27420043945312,11
A5015899741,I20231570,1,Peking University,https://ror.org/02v51f717,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5015919547,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5015951381,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5015968689,I95674353,1,UCLouvain,https://ror.org/02495e989,BE,Louvain-la-Neuve,,50.66828918457031,4.614429950714111,6
A5015989769,I926574661,1,Leipzig University,https://ror.org/03s7gtk40,DE,Leipzig,,51.33961868286133,12.37129020690918,6
A5016031646,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5016032832,I114017466,1,University of Technology Sydney,https://ror.org/03f0f6041,AU,Sydney,,-33.86785125732422,151.2073211669922,15
A5016043799,I180726961,1,Shenzhen University,https://ror.org/01vy4gh70,CN,Shenzhen,,22.54553985595703,114.06829833984376,5
A5016047550,I1299022934,1,United States Department of Health and Human Services,https://ror.org/033jnv181,US,Washington,,38.895111083984375,-77.03636932373047,1
A5016056652,I26120043,1,Ochanomizu University,https://ror.org/03599d813,JP,Tokyo,,35.68949890136719,139.69171142578125,33
A5016072766,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5016076717,I185103710,17,"University of California, Santa Cruz",https://ror.org/03s65by71,US,Santa Cruz,,36.97412109375,-122.03079986572266,9
A5016079677,I197251160,1,Hebrew University of Jerusalem,https://ror.org/03qxff017,IL,Jerusalem,,31.769039154052734,35.216331481933594,26
A5016104736,I4210091327,1,Max Planck Institute for Mathematics in the Sciences,https://ror.org/00ez2he07,DE,Leipzig,,51.33961868286133,12.37129020690918,6
A5016122563,I145847075,2,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5016139323,I12912129,2,Northeastern University,https://ror.org/04t5xt781,US,Boston,,42.358428955078125,-71.05976867675781,1
A5016157345,I91045830,3,Texas A&M University,https://ror.org/01f5ytq51,US,College Station,,30.627979278564453,-96.33441162109376,35
A5016175339,I74775410,2,Rice University,https://ror.org/008zs3103,US,Houston,,29.763280868530273,-95.36327362060548,35
A5016178605,I130438778,1,Memorial University of Newfoundland,https://ror.org/04haebc03,CA,St. John's,,47.56494140625,-52.70930862426758,34
A5016181027,I74973139,1,Carnegie Mellon University,https://ror.org/05x2bcf33,US,Pittsburgh,,40.44062042236328,-79.99588775634766,1
A5016192055,I1327163397,2,State University of New York,https://ror.org/01q1z8k08,US,Albany,,42.65258026123047,-73.75623321533203,1
A5016219620,I4092182,13,Graz University of Technology,https://ror.org/00d7xrm67,AT,Graz,,47.06666946411133,15.449999809265137,6
A5016227452,I84218800,2,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5016232764,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5016294821,I926574661,1,Leipzig University,https://ror.org/03s7gtk40,DE,Leipzig,,51.33961868286133,12.37129020690918,6
A5016295654,I100066346,5,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5016317828,I157725225,1,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5016365293,I137902535,3,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5016367054,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5016378470,I33213144,2,University of Florida,https://ror.org/02y3ad647,US,Gainesville,,29.651630401611328,-82.3248291015625,36
A5016394531,I66946132,1,"University of Maryland, College Park",https://ror.org/047s2c258,US,College Park,,38.98067092895508,-76.93692016601562,1
A5016449842,I130828816,1,University of Leeds,https://ror.org/024mrxd33,GB,Leeds,,53.796478271484375,-1.5478500127792358,6
A5016455363,I66946132,1,"University of Maryland, College Park",https://ror.org/047s2c258,US,College Park,,38.98067092895508,-76.93692016601562,1
A5016460032,I139660479,1,Central South University,https://ror.org/00f1zfq44,CN,Changsha,,28.198740005493164,112.97087097167967,18
A5016462932,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5016480053,I26120043,4,Ochanomizu University,https://ror.org/03599d813,JP,Tokyo,,35.68949890136719,139.69171142578125,33
A5016509863,I107077323,1,Worcester Polytechnic Institute,https://ror.org/05ejpqr48,US,Worcester,,42.26258850097656,-71.80229187011719,1
A5016520165,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5016528107,I1291425158,1,Google (United States),https://ror.org/00njsd438,US,Mountain View,California,37.42295455932617,-122.08406066894533,9
A5016547705,I197251160,1,Hebrew University of Jerusalem,https://ror.org/03qxff017,IL,Jerusalem,,31.769039154052734,35.216331481933594,26
A5016549965,I66943878,1,De Montfort University,https://ror.org/0312pnr83,GB,Leicester,,52.63859939575195,-1.1316900253295898,6
A5016567178,I204250578,1,"University of California, Irvine",https://ror.org/04gyf1771,US,Irvine,,33.66946029663086,-117.82311248779295,11
A5016584097,I1298353152,1,SRI International,https://ror.org/05s570m15,US,Menlo Park,,37.45383071899414,-122.18218994140624,9
A5016598778,I1280536761,1,Ames Research Center,https://ror.org/02acart68,US,Mountain View,,37.38605117797851,-122.08384704589844,9
A5016665254,I125839683,1,Beijing Institute of Technology,https://ror.org/01skt4w74,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5016672931,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5016674253,I12912129,2,Northeastern University,https://ror.org/04t5xt781,US,Boston,,42.358428955078125,-71.05976867675781,1
A5016698200,I223532165,2,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5016701444,I4391767926,2,CSCS - Swiss National Supercomputing Centre,https://ror.org/04rzmms09,,Lugano,,46.01007843017578,8.960040092468262,6
A5016706227,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5016709443,I181653535,1,San Diego Supercomputer Center,https://ror.org/04mg3nk07,US,San Diego,,32.7157096862793,-117.16471862792967,11
A5016743303,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5016774281,I119003972,1,Roma Tre University,https://ror.org/05vf0dg29,IT,Rome,,41.89192962646485,12.511329650878906,50
A5016819583,I2800935791,1,UC San Diego Health System,https://ror.org/01kbfgm16,US,San Diego,,32.7157096862793,-117.16471862792967,11
A5016840348,I2613432,1,University of South Florida,https://ror.org/032db5x82,US,Tampa,,27.947519302368164,-82.45842742919922,36
A5016877550,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5016894020,I204250578,1,"University of California, Irvine",https://ror.org/04gyf1771,US,Irvine,,33.66946029663086,-117.82311248779295,11
A5016908856,I131249849,2,Oregon State University,https://ror.org/00ysfqy60,US,Corvallis,,44.564571380615234,-123.26203918457033,3
A5016920518,I102197404,1,Université Paris-Sud,https://ror.org/028rypz17,FR,Orsay,,48.69572067260742,2.187269926071167,14
A5016923244,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5016930939,I67900169,1,Chung-Ang University,https://ror.org/01r024a98,KR,Seoul,,37.504150390625,126.95693969726562,25
A5016943819,I1327163397,1,State University of New York,https://ror.org/01q1z8k08,US,Albany,,42.65258026123047,-73.75623321533203,1
A5016945493,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5016988098,I95457486,1,"University of California, Berkeley",https://ror.org/01an7q238,US,Berkeley,,37.87158966064453,-122.2727508544922,9
A5017012925,I2802384920,1,Stennis Space Center,https://ror.org/03j9e2j92,US,Bay Saint Louis,,30.308809280395508,-89.33004760742188,1
A5017016970,I4210092639,1,Boeing (Spain),https://ror.org/00fxnmt68,ES,Madrid,,40.416500091552734,-3.7025599479675297,32
A5017027670,I161057412,1,University of New Hampshire,https://ror.org/01rmh9n78,US,Durham,,43.13396835327149,-70.92645263671875,1
A5017036530,I1280536761,2,Ames Research Center,https://ror.org/02acart68,US,Mountain View,,37.38605117797851,-122.08384704589844,9
A5017066674,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5017066840,I9617848,1,Universitat Politècnica de Catalunya,https://ror.org/03mb6wj31,ES,Barcelona,,41.388790130615234,2.158989906311035,24
A5017118196,I4210133347,1,Leibniz-Institut für Verbundwerkstoffe GmbH,https://ror.org/03ep3q589,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5017126919,I4210152878,1,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,https://ror.org/04z8jg394,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5017132521,I1283103587,1,AT&T (United States),https://ror.org/02bbd5539,US,Bedminster,New Jersey,40.669578552246094,-74.63646697998047,1
A5017149822,I39586589,1,Swansea University,https://ror.org/053fq8t95,GB,Swansea,,51.62078857421875,-3.943229913711548,6
A5017152441,I8087733,2,University of Tübingen,https://ror.org/03a1kwz48,DE,Tübingen,,48.52265930175781,9.052220344543455,6
A5017167333,I135140700,1,University of Bonn,https://ror.org/041nas322,DE,Bonn,,50.734378814697266,7.095489978790283,6
A5017170930,I79272384,1,"University of Maryland, Baltimore County",https://ror.org/02qskvh78,US,Baltimore,,39.29037857055664,-76.61219024658203,1
A5017173519,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5017174269,I4210162323,1,TKL Research,https://ror.org/059gb3r46,US,Rochelle Park,New Jersey,40.91762924194336,-74.08580780029297,1
A5017178896,I139084617,1,Hiroshima Institute of Technology,https://ror.org/02bwkwm60,JP,Hiroshima,,34.400001525878906,132.4499969482422,-1
A5017206270,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5017215443,I4210158342,1,Intel (United Kingdom),https://ror.org/058cxws58,GB,Swindon,,51.543094635009766,-1.77155601978302,6
A5017215452,I55732556,1,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5017220650,I27837315,1,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,US,Ann Arbor,,42.27756118774414,-83.74088287353516,1
A5017294111,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5017310929,I31512782,1,Technical University of Darmstadt,https://ror.org/05n911h24,DE,Darmstadt,,49.87166976928711,8.650270462036133,6
A5017345680,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5017357094,I2800403580,1,University of Minnesota System,https://ror.org/03grvy078,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5017415898,I100066346,4,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5017435387,I138006243,1,University of Arizona,https://ror.org/03m2x1q45,US,Tucson,,32.22174072265625,-110.92648315429688,28
A5017439447,I4210119109,1,Indiana University Bloomington,https://ror.org/02k40bc56,US,Bloomington,,39.16532897949219,-86.5263900756836,1
A5017444173,I4210104735,2,Sandia National Laboratories,https://ror.org/01apwpt12,US,Albuquerque,,35.08449172973633,-106.65113830566406,19
A5017449237,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5017451873,I185261750,1,University of Toronto,https://ror.org/03dbr7087,CA,Toronto,,43.70642852783203,-79.39864349365234,1
A5017456911,I63966007,1,Massachusetts Institute of Technology,https://ror.org/042nb2s44,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5017460095,I859038795,1,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5017463743,I29606459,1,University of Mississippi Medical Center,https://ror.org/044pcn091,US,Jackson,Mississippi,32.32963180541992,-90.19607543945312,1
A5017495525,I154986956,2,European Centre for Medium-Range Weather Forecasts,https://ror.org/014w0fd65,GB,Reading,,51.45624923706055,-0.9711300134658812,6
A5017504840,I1283103587,1,AT&T (United States),https://ror.org/02bbd5539,US,Bedminster,New Jersey,40.669578552246094,-74.63646697998047,1
A5017511409,I143804889,1,Loughborough University,https://ror.org/04vg4w365,GB,Loughborough,,52.76667022705078,-1.2000000476837158,6
A5017533592,I2898391981,1,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),https://ror.org/04bwf3e34,DE,Cologne,,50.93333053588867,6.949999809265137,6
A5017539699,I1289530486,1,BC Cancer Agency,https://ror.org/03sfybe47,CA,Vancouver,British Columbia,49.27635192871094,-123.16281127929688,3
A5017540283,I4210159266,1,Mitsubishi Electric (United States),https://ror.org/053jnhe44,US,Cypress,California,33.817291259765625,-118.03824615478516,11
A5017550751,I44896327,1,Mitre (United States),https://ror.org/03ks2a131,US,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,1
A5017564609,I130701444,2,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5017588199,I130769515,1,Pennsylvania State University,https://ror.org/04p491231,US,State College,,40.79338836669922,-77.86000061035156,1
A5017619650,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5017629509,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5017634387,I173498003,1,Palo Alto Research Center,https://ror.org/0529fxt39,US,Palo Alto,California,37.40271759033203,-122.1479949951172,9
A5017670865,I189712700,3,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5017673553,I219193219,1,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5017694658,I926574661,1,Leipzig University,https://ror.org/03s7gtk40,DE,Leipzig,,51.33961868286133,12.37129020690918,6
A5017707755,I69722833,1,MAYA Design (United States),https://ror.org/0546qf840,US,Pittsburgh,Pennsylvania,40.44082260131836,-80.00463104248047,1
A5017735217,I25974101,1,University of Würzburg,https://ror.org/00fbnyb24,DE,Würzburg,,49.79391098022461,9.951210021972656,6
A5017744726,I111088046,1,Boston University,https://ror.org/05qwgg493,US,Boston,,42.358428955078125,-71.05976867675781,1
A5017797808,I6059380,1,University of Baltimore,https://ror.org/024gw2733,US,Baltimore,,39.29037857055664,-76.61219024658203,1
A5017798547,I145872427,1,Radboud University Nijmegen,https://ror.org/016xsfp80,NL,Nijmegen,,51.842498779296875,5.852779865264893,6
A5017813001,I4210150103,1,Geophysical Laboratory,https://ror.org/05qyye271,US,Washington,,38.895111083984375,-77.03636932373047,1
A5017833996,I1306409833,1,Adobe Systems (United States),https://ror.org/059tvcg64,US,San Jose,California,37.33098983764648,-121.89387512207033,9
A5017854609,I204250578,6,"University of California, Irvine",https://ror.org/04gyf1771,US,Irvine,,33.66946029663086,-117.82311248779295,11
A5017860345,I102322142,1,"Rutgers, The State University of New Jersey",https://ror.org/05vt9qd57,US,New Brunswick,,40.48622131347656,-74.45182037353516,1
A5017887628,I175594653,1,John Brown University,https://ror.org/02ct41q97,US,Siloam Springs,Arkansas,36.189998626708984,-94.55860900878906,37
A5017917433,I27837315,1,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,US,Ann Arbor,,42.27756118774414,-83.74088287353516,1
A5017943466,I56590836,1,Monash University,https://ror.org/02bfwt286,AU,Melbourne,,-37.81399917602539,144.96331787109375,12
A5017949853,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5017965188,I107077323,1,Worcester Polytechnic Institute,https://ror.org/05ejpqr48,US,Worcester,,42.26258850097656,-71.80229187011719,1
A5017980758,I1294671590,1,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,FR,Paris,,48.85340881347656,2.34879994392395,14
A5017999955,I168864056,1,Bilkent University,https://ror.org/02vh8a032,TR,Ankara,,39.91986846923828,32.854270935058594,-1
A5018040823,I172675005,1,Nanyang Technological University,https://ror.org/02e7b5302,SG,Singapore,,1.2896699905395508,103.85006713867188,10
A5018044277,I100005738,1,Brigham Young University,https://ror.org/047rhhm47,US,Provo,,40.23384094238281,-111.65853118896484,0
A5018052736,I86519309,1,The University of Texas at Austin,https://ror.org/00hj54h04,US,Austin,,30.26715087890625,-97.74305725097656,35
A5018077023,I103531236,1,Boston College,https://ror.org/02n2fzt79,US,Boston,,42.358428955078125,-71.05976867675781,1
A5018082470,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5018084938,I4210164937,1,Microsoft Research (United Kingdom),https://ror.org/05k87vq12,GB,Cambridge,,52.19491958618164,0.134904995560646,6
A5018089019,I56590836,2,Monash University,https://ror.org/02bfwt286,AU,Melbourne,,-37.81399917602539,144.96331787109375,12
A5018100309,I72816309,6,Drexel University,https://ror.org/04bdffz58,US,Philadelphia,,39.9523811340332,-75.16361999511719,1
A5018103324,I168635309,1,University of Calgary,https://ror.org/03yjb2x39,CA,Calgary,,51.05010986328125,-114.08528900146484,31
A5018104127,I185443292,2,Wayne State University,https://ror.org/01070mq45,US,Detroit,,42.33142852783203,-83.0457534790039,1
A5018111215,I97018004,13,Stanford University,https://ror.org/00f54p054,US,Stanford,,37.424110412597656,-122.16607666015624,9
A5018130478,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5018138503,I1324840837,1,Hewlett-Packard (United States),https://ror.org/059rn9488,US,Palo Alto,California,37.41238021850586,-122.1487274169922,9
A5018178386,I84218800,4,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5018186930,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5018230219,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5018231413,I204250578,1,"University of California, Irvine",https://ror.org/04gyf1771,US,Irvine,,33.66946029663086,-117.82311248779295,11
A5018266351,I1306409833,1,Adobe Systems (United States),https://ror.org/059tvcg64,US,San Jose,California,37.33098983764648,-121.89387512207033,9
A5018275477,I200769079,1,Hong Kong University of Science and Technology,https://ror.org/00q4vv597,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5018287424,I4210138551,1,University Hospital Magdeburg,https://ror.org/03m04df46,DE,Magdeburg,,52.10097122192383,11.617555618286133,6
A5018302316,I4432739,1,University of Bergen,https://ror.org/03zga2b32,NO,Bergen,,60.39299011230469,5.324150085449219,20
A5018302615,I4210162505,1,Philips (Germany),https://ror.org/05san5604,DE,Hamburg,,53.55253219604492,9.968988418579102,6
A5018319080,I35440088,2,ETH Zurich,https://ror.org/05a28rw58,CH,Zurich,,47.366668701171875,8.550000190734863,6
A5018322383,I76130692,8,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5018362418,I99041443,1,Mississippi State University,https://ror.org/0432jq872,US,Starkville,,33.45048904418945,-88.81961059570312,1
A5018370354,I84524832,1,Alexandria University,https://ror.org/00mzz1w90,EG,Alexandria,,31.201759338378903,29.91581916809082,-1
A5018392096,I123387679,1,Uppsala University,https://ror.org/048a87296,SE,Uppsala,,59.85882186889648,17.63888931274414,6
A5018395535,I40120149,1,University of Oxford,https://ror.org/052gg0110,GB,Oxford,,51.752220153808594,-1.2559599876403809,6
A5018427397,I107257983,1,Darmstadt University of Applied Sciences,https://ror.org/047wbd030,DE,Darmstadt,,49.87166976928711,8.650270462036133,6
A5018427801,I4210102542,1,Heliotrope Technologies (United States),https://ror.org/00sfcfc45,US,Berkeley,California,37.85135269165039,-122.25271606445312,9
A5018442175,I63966007,1,Massachusetts Institute of Technology,https://ror.org/042nb2s44,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5018461910,I201448701,1,University of Washington,https://ror.org/00cvxb145,US,Seattle,,47.60620880126953,-122.33206939697266,3
A5018474208,I138006243,1,University of Arizona,https://ror.org/03m2x1q45,US,Tucson,,32.22174072265625,-110.92648315429688,28
A5018503965,I100066346,3,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5018510875,I13805885,1,Vaughn College of Aeronautics and Technology,https://ror.org/056e22e24,US,New York,New York,40.769039154052734,-73.88204956054688,1
